NPI,Prescriber,Specialty,City,Total Claims,Total Cost,Cost Per Claim,Specialty p95,Outlier Status,Outlier Cost,Priority Group,Priority Rank,Prescribers In Specialty
1881110088,Gonzales,Nurse Practitioner,Colorado Springs,11,106.87,9.72,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881114932,Fuest,Internal Medicine,Aurora,1433,167157.35,116.65,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881115194,Berguin,Dentist,Grand Junction,65,143.97,2.21,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881119931,Frazier,Nurse Practitioner,Lakewood,23,190.75,8.29,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881122091,Folchert,Dentist,Fort Collins,19,57.28,3.01,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881125961,Vandyke,Nurse Practitioner,Denver,27,143.41,5.31,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881127140,Leffert,Internal Medicine,Lakewood,314,20849.58,66.4,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881138329,Nigg,Physician Assistant,Aurora,30,65.81,2.19,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881145829,Williams,Physician Assistant,Aurora,1423,1886475.04,1325.7,537.98,Above own specialty 95th pct,1886475.04,Top 8 priority segment,2,3010
1881151934,Steward,Nurse Practitioner,Westminster,313,51855.43,165.67,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881153146,Mccarthy,Nurse Practitioner,Colorado Springs,213,1225.44,5.75,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881154425,Carreiro,Family Practice,Denver,39,5334.63,136.79,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881154813,Farley,Neurology,Aurora,317,5230.48,16.5,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1881161255,Smith,Physician Assistant,Lakewood,299,50411.5,168.6,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881163061,Rodriguez,Physician Assistant,Pueblo,48,381.58,7.95,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881166767,Shah,Physician Assistant,Denver,136,42795.39,314.67,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881169373,Lam,Geriatric Medicine,Aurora,171,959.05,5.61,273.63,Within specialty norm,0.0,Other qualifying specialty,29,41
1881171767,Yorks,Physician Assistant,Denver,51,6711.28,131.59,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881180560,Seubert,Dentist,Longmont,83,298.09,3.59,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881180719,Bean,Podiatry,Durango,26,287.45,11.06,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1881181618,Bartholomew,Internal Medicine,Pueblo,6942,442720.87,63.77,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881184687,Morwood,Family Practice,Rangely,3522,266454.45,75.65,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881185593,Roth,Optometry,Westminster,108,59007.04,546.36,540.42,Above own specialty 95th pct,59007.04,Other qualifying specialty,17,523
1881186427,Felder,Physician Assistant,Colorado Springs,23,151.19,6.57,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881187375,Chekuri,Family Practice,Lone Tree,289,2855.24,9.88,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881190072,Le,Family Practice,Westminster,876,97610.47,111.43,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881199420,Rosenthal,Psychiatry & Neurology,Aurora,11,19882.9,1807.54,598.69,Above own specialty 95th pct,19882.9,Other qualifying specialty,32,175
1881203842,Pavone,Nurse Practitioner,Golden,1122,43710.88,38.96,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881206175,Brown,Physician Assistant,Denver,156,943.6,6.05,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881214567,Grigg,Hospitalist,Pueblo,89,893.73,10.04,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1881214948,Curry,Family Practice,Denver,532,60097.49,112.97,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881215390,Brown,Nurse Practitioner,Colorado Springs,140,1263.47,9.02,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881216729,Dick,Physician Assistant,Aurora,847,15635.75,18.46,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881220580,Laing,Nurse Practitioner,Salida,251,2028.6,8.08,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881221513,Schimmel,Dermatology,Centennial,110,3885.01,35.32,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1881223717,Mankash,General Practice,Denver,576,9202.63,15.98,268.78,Within specialty norm,0.0,Other qualifying specialty,43,40
1881226728,Jolly,Physician Assistant,Denver,14,192.59,13.76,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881228104,Wilkins,Nurse Practitioner,Colorado Springs,71,599.58,8.44,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881232064,Hasley,Nurse Practitioner,Aurora,39,278.5,7.14,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881239499,Petersen,Nurse Practitioner,Colorado Springs,43,157.78,3.67,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881241131,Burelle,Nurse Practitioner,Denver,94,13041.55,138.74,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881242592,Cozzetta,Optometry,Pueblo,414,46357.58,111.97,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1881245371,Schuelke,Physician Assistant,Grand Junction,228,1435.2,6.29,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881246015,Milliron,Nurse Practitioner,Denver,1985,1788073.39,900.79,549.4,Above own specialty 95th pct,1788073.39,Top 8 priority segment,1,3509
1881259091,Jarvis,Family Practice,Louisville,1811,74084.59,40.91,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881265411,Madden,Nurse Practitioner,Salida,843,104700.19,124.2,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881267375,Mehl,Nurse Practitioner,Colorado Springs,618,110638.9,179.03,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881273092,Bisnow,Family Practice,Boulder,72,9745.33,135.35,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881273167,Strong Caldwell,Student in an Organized Health Care Education/Training Program,Aurora,18,266.86,14.83,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1881273621,Li,Psychiatry & Neurology,Aurora,27,4731.97,175.26,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1881278133,Meeks,Physician Assistant,Fort Collins,206,35537.29,172.51,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881292043,Christiansen-Leisy,Nurse Practitioner,Windsor,1264,81259.55,64.29,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881293447,Holubowicz,Nurse Practitioner,Colorado Springs,6055,819090.05,135.27,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881293751,Meyers,Physician Assistant,Colorado Springs,11,35.94,3.27,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881297547,Fayerman,Dentist,Aurora,23,75.86,3.3,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881322196,Bryant,Physician Assistant,Denver,68,2494.01,36.68,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881329621,Colwell,Physician Assistant,Aurora,177,1648.95,9.32,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881332724,Rodas,Dentist,Longmont,30,66.5,2.22,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881332914,Van Meter,Optometry,Aurora,181,87145.47,481.47,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1881337798,Grieshaber,Physician Assistant,Evergreen,1101,9122.73,8.29,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881338135,Messner,Nurse Practitioner,Arvada,445,32958.58,74.06,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881340438,Al Salman,Dentist,Centennial,88,407.33,4.63,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881341683,Michaud,Physician Assistant,Littleton,162,3377.28,20.85,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881343762,Riggs,Student in an Organized Health Care Education/Training Program,Denver,47,78.67,1.67,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1881353431,Norris Peterson,Nurse Practitioner,Wheat Ridge,1204,115686.98,96.09,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881361624,Guerrero,Nurse Practitioner,Colorado Springs,829,125407.37,151.28,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881362184,Ritthaler,Physician Assistant,Grand Junction,71,250.44,3.53,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881364859,Abernethy,Nurse Practitioner,Arvada,1120,97691.78,87.22,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881373736,Adams,Nurse Practitioner,Colorado Springs,602,54490.22,90.52,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881380749,Bautista,Physician Assistant,Golden,1170,208732.29,178.4,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881382208,Solano,Physician Assistant,Colorado Springs,456,19293.19,42.31,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881390730,Flicker,Physician Assistant,Colorado Springs,346,5109.42,14.77,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881399699,Dar,Student in an Organized Health Care Education/Training Program,Grand Junction,13,67.48,5.19,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1881460186,Belcher,Nurse Practitioner,Thornton,11,81.97,7.45,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881473973,Branham,Nurse Practitioner,Greenwood Village,537,107857.35,200.85,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881603173,Lee,Pulmonary Disease,Aurora,287,1505970.84,5247.29,5397.8,Within specialty norm,0.0,Top 8 priority segment,7,154
1881603710,Mang,Family Practice,Denver,2270,193912.07,85.42,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881603769,Long,Cardiology,Denver,1421,338840.71,238.45,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1881606945,Bosque,Neurology,Denver,128,10884.75,85.04,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1881608768,Webster,Urology,Boulder,902,202122.9,224.08,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1881610715,Alyaseen,Infectious Disease,Aurora,247,7874.1,31.88,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1881612273,Bevans,Dentist,Littleton,97,378.53,3.9,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881612653,Clark,Orthopedic Surgery,Fort Collins,1007,8978.52,8.92,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1881612778,Iversen,Family Practice,Steamboat Springs,612,43646.42,71.32,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881613305,Gatof,Gastroenterology,Longmont,432,558455.42,1292.72,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1881617173,Douglas,Critical Care (Intensivists),Denver,52,8668.71,166.71,6864.98,Within specialty norm,0.0,Other qualifying specialty,9,75
1881617629,Hofmeister,Physician Assistant,Loveland,177,10538.48,59.54,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881619443,Capin,Dermatology,Englewood,267,8852.22,33.15,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1881620326,Flaig,Medical Oncology,Aurora,162,790392.71,4878.97,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1881622629,Schwartz,Internal Medicine,Boulder,3667,4294641.24,1171.16,536.64,Above own specialty 95th pct,4294641.24,Top 8 priority segment,3,1292
1881626216,Johnson,Nurse Practitioner,Highlands Ranch,936,104814.42,111.98,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881633816,Brown,General Surgery,Canon City,155,17013.23,109.76,75.42,Above own specialty 95th pct,17013.23,Other qualifying specialty,30,284
1881634301,Keyser,Ophthalmology,Denver,11,85.35,7.76,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1881638070,Rheaume,Podiatry,Pueblo,39,541.1,13.87,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1881644284,Yoder,General Practice,La Junta,64,18845.9,294.47,268.78,Above own specialty 95th pct,18845.9,Other qualifying specialty,43,40
1881644532,Crylen,Urology,Greeley,1952,300227.16,153.8,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1881644649,Gieszl,Internal Medicine,Aspen,2772,125008.53,45.1,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881654150,Holsworth,Emergency Medicine,Springfield,13,211.09,16.24,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881654267,Weinstein,Endocrinology,Centennial,439,120471.19,274.42,999.26,Within specialty norm,0.0,Other qualifying specialty,28,94
1881655314,Cerjan,Physician Assistant,Golden,145,2129.19,14.68,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881656148,Noble,Family Practice,Colorado Springs,954,93884.26,98.41,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881656684,Finley,Physician Assistant,Golden,74,384.19,5.19,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881658839,Brookmeyer,Infectious Disease,Colorado Springs,773,931785.42,1205.41,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1881660470,Lee,Family Practice,Montrose,6756,612559.25,90.67,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881668044,Belcher,Physician Assistant,Golden,139,727.24,5.23,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881669703,Martinez,Family Practice,Greeley,2736,82554.35,30.17,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881670131,Norden,Internal Medicine,Frisco,13,497.61,38.28,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881672756,Grauerholz,Family Practice,Greeley,312,4432.18,14.21,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881673820,Wolach,Urology,Greeley,1464,39067.67,26.69,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1881673978,Popowski,Optometry,Colorado Springs,81,770.2,9.51,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1881674752,Kinnett,Physical Medicine and Rehabilitation,Pueblo,531,11464.31,21.59,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1881677821,Hovenga,General Surgery,Colorado Spgs,29,17329.01,597.55,75.42,Above own specialty 95th pct,17329.01,Other qualifying specialty,30,284
1881677961,Greidanus,Emergency Medicine,Pueblo,36,155.38,4.32,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881678506,Acharya-Leon,Medical Oncology,Highlands Ranch,421,701530.92,1666.34,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1881678951,Sufit,Family Practice,Golden,945,69683.99,73.74,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881682888,Adams,Internal Medicine,Golden,4120,219029.48,53.16,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881684785,Mccurdy,Physician Assistant,Monte Vista,12,58.22,4.85,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881685360,Corrigan,Nephrology,Arvada,1946,82149.63,42.21,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1881687432,Forstot,Ophthalmology,Littleton,1502,221164.32,147.25,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1881688489,Valesh-Peterson,Nurse Practitioner,Lafayette,118,1997.38,16.93,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881688620,Rauzi,Family Practice,Littleton,2978,132841.68,44.61,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881691038,Richardson,Family Practice,Golden,408,4579.27,11.22,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881695674,Youssef,Dentist,Aurora,26,223.02,8.58,7.93,Above own specialty 95th pct,223.02,Other qualifying specialty,42,1986
1881697399,George,Family Practice,Broomfield,670,80370.43,119.96,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881697910,Martidis,Ophthalmology,Colorado Springs,292,5663.22,19.39,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1881702629,D Ambrosia,Physical Medicine and Rehabilitation,Denver,961,26527.22,27.6,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1881703262,Quan,Neurology,Aurora,179,6554.03,36.61,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1881721827,Crawford,Cardiology,Lafayette,2931,1307577.25,446.12,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1881724649,Anderson,Clinical Cardiac Electrophysiology,Boulder,1488,731779.74,491.79,669.21,Within specialty norm,0.0,Other qualifying specialty,34,51
1881740553,Judkins,Orthopedic Surgery,Montrose,68,118.03,1.74,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1881742070,Riley,Optometry,Centennial,41,172.65,4.21,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1881748226,Otsu,Allergy/ Immunology,Denver,337,502732.75,1491.79,1789.93,Within specialty norm,0.0,Other qualifying specialty,22,69
1881748945,Ney,Neurology,Aurora,302,212116.18,702.37,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1881758183,Gilbert,Otolaryngology,Fort Carson,316,6117.67,19.36,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1881760478,Belenski,Dentist,Westminster,20,86.0,4.3,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881766434,Czapla,Family Practice,Grand Junction,3280,152992.74,46.64,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881766822,Ruybal,Family Practice,Grand Junction,1007,31096.2,30.88,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881767499,Knowles,Optometry,Aurora,561,21526.43,38.37,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1881774289,Myers,Family Practice,Greeley,12,58.16,4.85,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881776441,Kaushal,Internal Medicine,Aurora,665,43439.89,65.32,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881778256,Schindel,Family Practice,Lakewood,2985,288931.35,96.79,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881782696,Beck,Family Practice,Fort Collins,124,1091.42,8.8,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881784460,Tise,Physician Assistant,Denver,336,107473.5,319.86,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881787125,Pierson,Dentist,Longmont,32,92.25,2.88,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881801678,Filipowski,Hospitalist,Fort Collins,184,206927.12,1124.6,330.61,Above own specialty 95th pct,206927.12,Other qualifying specialty,31,258
1881802015,Nakamura,Dentist,Arvada,53,262.64,4.96,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881805273,Hanck,Emergency Medicine,Fort Collins,96,665.41,6.93,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881808277,Sychev,Nephrology,Highlands Ranch,618,106487.34,172.31,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1881816064,Enkiri,Interventional Cardiology,Littleton,4545,896982.84,197.36,373.89,Within specialty norm,0.0,Other qualifying specialty,14,76
1881817666,Giang,Family Practice,Lone Tree,2474,160815.63,65.0,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881821296,Moore,Family Practice,Colorado Springs,2636,326801.44,123.98,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881821312,Brown,Clinical Cardiac Electrophysiology,Pueblo,2156,1267546.19,587.92,669.21,Within specialty norm,0.0,Other qualifying specialty,34,51
1881823581,Piwonka,Ophthalmology,Durango,201,5939.66,29.55,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1881835379,Rush,Emergency Medicine,Longmont,71,414.07,5.83,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881836450,Martinez-Camacho,Gastroenterology,Denver,143,20812.79,145.54,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1881839694,Hynes,Family Practice,Pueblo,10263,1125531.25,109.67,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881840627,Seccia,Physician Assistant,Englewood,41,532.61,12.99,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881842987,Voutsalath,Family Practice,Monument,192,5767.09,30.04,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881854545,Berarducci,Obstetrics & Gynecology,Durango,39,1464.46,37.55,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1881860476,Visweswaraiah,Family Practice,Aurora,87,6913.46,79.47,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881860773,Tamblyn,Internal Medicine,Denver,4560,217850.47,47.77,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881868008,Ballantine-Talmadge,Sports Medicine,Boulder,138,1639.3,11.88,14.93,Within specialty norm,0.0,Other qualifying specialty,39,33
1881868859,Macharia,Internal Medicine,Aurora,592,37424.72,63.22,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1881881795,Bertagnolli,Dentist,Westminster,409,2930.95,7.17,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881890960,Wierdsma,Emergency Medicine,Salida,49,239.7,4.89,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881892826,Jolley,Critical Care (Intensivists),Aurora,109,44889.22,411.83,6864.98,Within specialty norm,0.0,Other qualifying specialty,9,75
1881893386,Ballonoff,Obstetrics & Gynecology,Denver,224,8737.21,39.01,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1881906865,Kay,General Surgery,Durango,16,80.64,5.04,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1881908630,Deedy-Lee,Dentist,Thornton,12,35.77,2.98,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1881911808,Dion,Family Practice,Westminster,4071,372646.13,91.54,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881917938,Johnston,Physician Assistant,Denver,167,112874.32,675.89,537.98,Above own specialty 95th pct,112874.32,Top 8 priority segment,2,3010
1881919660,Bailey,Cardiology,Littleton,7044,2335650.12,331.58,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1881934818,Bjorhus,Physician Assistant,Lakewood,498,6341.67,12.73,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881938058,Pence,Physician Assistant,Denver,134,736.54,5.5,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881939890,Griffith,Nurse Practitioner,Colorado Springs,2241,462788.74,206.51,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1881949626,Wong,Physician Assistant,Westminster,475,5613.85,11.82,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881955920,Urish,Family Practice,Colorado Springs,1148,20830.49,18.15,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881959005,Sivaraman,Vascular Surgery,Englewood,86,710.97,8.27,434.43,Within specialty norm,0.0,Other qualifying specialty,44,46
1881960789,Pham,Neurology,Denver,2516,351285.85,139.62,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1881963668,Wiley,Physician Assistant,Fort Collins,11,20.1,1.83,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881979003,Stephen,Physician Assistant,Grand Junction,888,4556.77,5.13,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881980068,Becker,Emergency Medicine,Pueblo,13,70.16,5.4,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1881983807,Kuethe,General Surgery,Fort Collins,72,104.65,1.45,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1881988541,Shen,Family Practice,Denver,165,1004.02,6.08,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1881988913,Gamble,Dermatology,Aurora,1048,162094.47,154.67,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1881995876,Muntzinger,Physician Assistant,Colorado Springs,13,26.35,2.03,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1881998847,Braun,Nurse Practitioner,Colorado Springs,29,103.5,3.57,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1891010674,Baker,Otolaryngology,Grand Jct,81,1679.09,20.73,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1891011631,Swendsen,Gastroenterology,Colorado Springs,624,137798.78,220.83,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1891012688,Macdade,Emergency Medicine,Boulder,66,344.38,5.22,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1891017190,Mahaffey,Physical Medicine and Rehabilitation,Loveland,477,19030.67,39.9,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1891019972,Puddy,Orthopedic Surgery,Colorado Springs,316,2783.41,8.81,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1891021945,Forsmark,Physician Assistant,Lakewood,1610,68845.34,42.76,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1891037263,Gutberg,Dentist,Aurora,38,151.06,3.98,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1891037271,Westphalen,Emergency Medicine,Denver,249,2493.07,10.01,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1891041810,Baxter,Physician Assistant,Denver,39,550.47,14.11,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1891046504,Sommerfeld,Optometry,Denver,695,30270.28,43.55,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1891051090,Ritvo,Psychiatry,Aurora,559,14067.86,25.17,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1891051223,Nichols,Physician Assistant,Colorado Springs,1175,108708.23,92.52,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1891054623,Martini,Emergency Medicine,Aurora,31,165.77,5.35,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1891057923,Mcbride,Urology,Durango,1075,111014.96,103.27,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1891058467,Abdelsalam,Family Practice,Denver,576,19605.07,34.04,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1891060133,Bassett,Emergency Medicine,Aurora,19,171.43,9.02,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1891069696,Walker,Nurse Practitioner,Denver,25,14410.01,576.4,549.4,Above own specialty 95th pct,14410.01,Top 8 priority segment,1,3509
1891085759,Hoss,Family Practice,Aurora,240,24695.0,102.9,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1891089678,Desai,Dentist,Lakewood,61,364.13,5.97,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1891094074,Johnson,Internal Medicine,Lakewood,4983,598258.03,120.06,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1891109559,Gilbride,Radiation Oncology,Grand Junction,11,421.85,38.35,901.74,Within specialty norm,0.0,Other qualifying specialty,26,63
1891112066,Tharp,Internal Medicine,Denver,546,61837.78,113.26,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1891112157,Pope,Neurology,Englewood,37,2116.6,57.21,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1891114260,Beckmann,Otolaryngology,Colorado Springs,606,16904.76,27.9,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
